1,2,3,4,5,6,7,8,9,10
PHP,114707157,False,True,Gutworth,MINOR,popular,be used,"PHP generally runs on a web server, taking PHP code as its input and creating Web pages as output, however it is also popular for command-line scripting and client-side GUI applications.","PHP generally runs on a web server, taking PHP code as its input and creating Web pages as output, however it can also be used for command-line scripting and client-side GUI applications."
Jews for Jesus,73612844,False,True,Eliyak,UNKNOWN,Incompatibility,Issue of compatibility," One of the most important Jewish principles of faith is the belief in one God and one God only with no partnership of any kind, and it is therefore impossible to profess Judaism and believe in the divinity of Jesus at the same time.", One of the most important Jewish principles of faith is the belief in one God and one God only with no partnership of any kind.
Jews for Jesus,74035155,False,True,Eliyak,UNKNOWN,Incompatibility,Issue of Compatibility, All mainstream Jewish organizations and denominations consider Jews for Jesus' beliefs incompatible with Judaism.," One of the most important Jewish principles of faith is the belief in one God and one God only with no partnership of any kind, and all mainstream Jewish organizations and denominations tharefore consider it impossible to profess Judaism and also believe in the divinity of Jesus."
Jews for Jesus,87112789,True,True,Inigmatus,UNKNOWN,vulnerable,certain,"The organization uses colorful pamphlets and T-shirts to get their message across and is known for targeting vulnerable populations of Jews, such as immigrants, college students, senior citizens and interfaith couples.","The organization uses colorful pamphlets and T-shirts to get their message across and is known for targeting certain populations of Jews, such as immigrants, college students, senior citizens and interfaith couples."
Jews for Jesus,96858418,True,True,Doc glasgow,UNKNOWN,with,and,"August 19, 2002)*""Clothed in colorful shirts with large writing identifying their Christian group, Jews for Jesus has been keeping up with the 24-hour-running city, handing out tens of thousands of literature and promoting their evangelistic campaign – Behold Your God – through media outlets.""","August 19, 2002)*""Clothed in colorful shirts with large writing identifying their Christian group, Jews for Jesus has been keeping up with the 24-hour-running city, handing out tens of thousands of literature and promoting their evangelistic campaign – Behold Your God – through media outlets."""
Jews for Jesus,436424941,False,True,Pdebonte,UNKNOWN,Christian,Western Pluralistic,Some Christian churches see Jewish religious practice as valid in and of itself and thus object to evangelizing Jews.,Some Western Christians object to evangelizing Jews because they see Jewish religious practice as valid in and of itself.
Jews for Jesus,455460908,False,True,Steven J. Anderson,UNKNOWN,though,and,"Although Messianic Judaism claims to be Jewish, and many adherents observe Jewish holidays, most Jews regard Messianic Judaism as deceptive at best, fraudulent at worst.","Although Messianic Judaism claims to be Jewish, and many adherents observe Jewish holidays, most Jews regard Messianic Judaism as deceptive at best, fraudulent at worst."
Jews for Jesus,491521676,False,True,A Sniper,UNKNOWN,seven,nine,"Christian Dollars at Work] by Jason Levinson (Torah Atlanta) It has a full-time staff of more than 200 employees running branch offices in seven cities across the United States and in Australia, Brazil, Canada (in Montreal and Toronto), France, Germany (in Essen), Hungary, Israel, Russia, South Africa, Sweden, the United Kingdom and Ukraine (in Dnepropetrovsk, Kharkov, Kiev and Odessa).",Christian Dollars at Work] by Jason Levinson (Torah Atlanta) It has a full-time staff of 150 employees running branch offices in nine cities across the United States.
Anti-globalization movement,1444034,False,True,Populus,UNKNOWN,means.,unrepresentative of informed popular opinion.,"The anti-globalization movement has been heavily criticized on manyfronts by politicians, members of right-wing thinktanks, and other people from the tiny minority who can express their opinions via the corporate media, both in its goals and means.",They claim that the criticisms themselves are self-serving and unrepresentative of informed popular opinion.
Anti-globalization movement,3651235,False,True,EuroTom,UNKNOWN,still,'mainstream',"They are still usually not considered part of the anti-globalization movement, which tends to adopt left-wing approaches.","They are usually not considered part of the 'mainstream' anti-globalization movement, which tends to adopt left-wing approaches."
Anti-globalization movement,4004985,False,True,NbA,MINOR,force,numbers,"Following the most spectacular show of force on the weekend of February 15, when about 10 million or more anti-globalization protesters participated in global protests against war on Iraq (pre-war), the New York Times dubbed the movement as the ""world's second superpower"".","Following the most spectacular show of numbers on the weekend of February 15, when about 10 million or more anti-globalization protesters participated in global protests against war on Iraq (pre-war), the New York Times dubbed the movement as the ""world's second superpower""."
Anti-globalization movement,4004985,False,True,NbA,MINOR,contradiction,tension,"Although the global protest did not stop the invasion itself, it clearly displayed the contradiction between the claim that the purpose of the invasion was to defend and promote Democracy, and the fact that the leaders of many formally democratic countries (Spain, Italy, Poland) supported the invasion despite the wishes of the vast majorities of their populations.","Although the global protest did not stop the invasion itself, it demonstrated to the world the tension between the claim that the purpose of the invasion was to defend and promote Democracy, and the fact that the leaders of many formally democratic countries (Spain, Italy, Poland) supported the invasion despite the wishes of the vast majorities of their populations."
Račak massacre,2118257,False,True,Nikola Smolenski,UNKNOWN,prompted,used them as an excuse,The killings were widely blamed on Yugoslav security forces and prompted NATO to issue an ultimatum to the government of Slobodan Milosevic to make peace or face military action.,The killings were widely blamed on Yugoslav security forces and NATO used them as an excuse to issue an ultimatum to the government of Slobodan Milosevic to make peace or face military action.
Račak massacre,2394238,False,True,ChrisO,UNKNOWN,stop,cease military,"In their aftermath, NATO issued an ultimatum to the government of Slobodan Milosevic to stop operations against KLA or face military action.","In their aftermath, NATO issued an ultimatum to the government of Slobodan Milosevic to cease military operations in Kosovo and withdraw security forces or face military action."
Račak massacre,2394238,False,True,ChrisO,UNKNOWN,evacuation,displacement,"It had a population of around 2,000 people prior to the evacuation of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998.","It had a population of around 2,000 people prior to the displacement of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998."
Račak massacre,2536439,False,True,ChrisO,UNKNOWN,relocation,displacement,"It had a population of around 2,000 people prior to the relocation of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998.","It had a population of around 2,000 people prior to the displacement of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998."
Račak massacre,2542263,False,True,Nikola Smolenski,UNKNOWN,displacement,relocation,"It had a population of around 2,000 people prior to the displacement of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998.","It had a population of around 2,000 people prior to the relocation of most of its inhabitants during Yugoslav and Serbian military activity in the summer of 1998."
Račak massacre,105901803,True,True,Davu.leon,UNKNOWN,cameramen,paper," According to the cameramen, :""It was in fact an empty village that the police entered in the morning, sticking close to the walls."," According to the paper, :""It was in fact an empty village that the police entered in the morning, sticking close to the walls."
Račak massacre,150973012,True,True,ChrisO,UNKNOWN,terrorists,civilians,"The Račak incident (also called the Račak massacre or Račak operation) was a clash in the village of Račak, Kosovo, Serbia, (known as Reçak in Albanian) on January 15 1999 between Yugoslav security forces and Kosovo Liberation Army guerillas, in which 45 Albanian terrorists died.","The Račak incident (also called the Račak massacre or Račak operation) was a clash in the village of Račak, Kosovo, Serbia, (known as Reçak in Albanian) on January 15 1999 between Yugoslav security forces and Kosovo Liberation Army guerillas, in which 45 Albanian civilians died."
War on Drugs,178333644,True,True,Hcberkowitz,UNKNOWN,epithet,phrase,"The epithet ""War on Drugs"" has been condemned as being propaganda to justify military or paramilitary operations under the guise of a noble cause; in particular, Noam Chomsky points out that the term is an example of synecdoche referring to operations against suspected producers, traders and/or users of certain substances.","The phrase ""War on Drugs"" has been condemned as being propaganda to justify military or paramilitary operations under the guise of a noble cause; in particular, Noam Chomsky points out that the term is an example of synecdoche referring to operations against suspected producers, traders and/or users of certain substances."
War on Drugs,380412708,False,True,Juancarlos2004,UNKNOWN,More,currently known,More Colombian SOA graduates have been implicated in human rights abuses than SOA graduates from any other country.,Author Grace Livingstone has stated that more Colombian SOA graduates have been implicated in human rights abuses than currently known SOA graduates from any other country.
The Talk (TV series),476079599,True,True,TRAiNER4,UNKNOWN,show.,show after one season.," On August 26, 2011, it was announced that original co-host Leah Remini had been released from the show."," On August 26, 2011, it was announced that original co-host Leah Remini was not asked back to the show after one season."
2008 South Ossetia war,230637531,True,True,Anthony Ivanoff,UNKNOWN,separatist,proSouth Ossetian," Separatist forces have begun to retake the city, with four Georgian tanks blown up in the city, the leader of South Ossetia's unrecognised government Eduard Kokoity said in a statement on the separatist website."," South Ossetian forces have begun to retake the city, with four Georgian tanks blown up in the city, the leader of South Ossetia's unrecognised government Eduard Kokoity said in a statement on the pro-South Ossetian website."
2008 South Ossetia war,230738722,True,True,NerdyNSK,UNKNOWN,help.,participate in the conflict.,"In addition, hundreds of volunteers from nearby territories with historical and cultural ties to South Ossetia have poured across the border to help.","In addition, hundreds of volunteers from nearby territories with historical and cultural ties to South Ossetia have poured across the border to participate in the conflict."
2008 South Ossetia war,231045313,False,True,Kittyhawk2,UNKNOWN,offensive,involvement,[[Image:Su-25Ub.,[[Image:Su-25Ub.
2008 South Ossetia war,231051195,False,True,Gbentley,UNKNOWN,they,these individuals,Russian source says it is unclear whether they were mercenaries or foreign instructors.,Russian sources claim that it is unclear whether these individuals were mercenaries or foreign instructors.
2008 South Ossetia war,231051195,False,True,Gbentley,UNKNOWN,defense,homeland.,"The Washington Post reported that ""the U.S. military has about 130 personnel in Georgia, where they train troops for the force in Iraq and for Georgian defense"" U.S. Assails Russian 'Escalation' Of Crisis. ",The Washington Post reported that the U.S. has about 130 military personnel in Georgia who train Georgian troops for deployment to Iraq and for defense of the Georgian homeland.
2008 South Ossetia war,231053648,False,True,Naurmacil,UNKNOWN,homeland.,defense,The Washington Post reported that the U.S. has about 130 military personnel in Georgia who train Georgian troops for deployment to Iraq and for defense of the Georgian homeland.,"The Washington Post reported that ""the U.S. military has about 130 personnel in Georgia, where they train troops for the force in Iraq and for Georgian defense"" U.S. Assails Russian 'Escalation' Of Crisis. "
2008 South Ossetia war,231062553,False,True,Superm401,UNKNOWN,therefore,said to be,ru are therefore inaccessible from Georgia.,ru are said to be inaccessible from Georgia.
2008 South Ossetia war,231062553,False,True,Superm401,UNKNOWN,said,reported,Some pro-Russian sites in other zones were also said to be blocked.,Some pro-Russian sites in other zones were also reported to be blocked.
2008 South Ossetia war,231200757,False,True,Leladax,UNKNOWN,considered,claims, Russia considered the Georgian operation to be an act of genocide against Ossetians., Russia claims the Georgian operation to be an act of genocide against Ossetians.
2008 South Ossetia war,231437716,True,True,Bestalex,UNKNOWN,breakaway,de facto independent,"|caption=Location of Georgia (including the breakaway provinces of Abkhazia and South Ossetia) and the Russian part of North Caucasus|date= August 7, 2008 – present|place= Georgia|casus=[[2008 South Ossetia war#August 1 .","|caption=Location of Georgia (including the de facto independent provinces of Abkhazia and South Ossetia) and the Russian part of North Caucasus|date= August 7, 2008 – present|place= Georgia|casus=[[2008 South Ossetia war#August 1 ."
2008 South Ossetia war,231733558,False,True,Colfer2,UNKNOWN,the,paramilitary,"Beginning late on August 1, 2008, intense fighting began between Georgian troops and the soldiers of South Ossetia.","Beginning late on August 1, 2008, intense fighting began between Georgian troops and paramilitary soldiers of South Ossetia."
2008 South Ossetia war,231733558,False,True,Colfer2,UNKNOWN,soldiers,separatists, Georgia claimed that South Ossetian soldiers had shelled Georgian villages in violation of a ceasefire., Georgia claimed that South Ossetian separatists had shelled Georgian villages in violation of a ceasefire.
2008 South Ossetia war,231733558,False,True,Colfer2,UNKNOWN,former,breakaway,"On August 8 2008, Russia sent troops across the Georgian border to South Ossetia to stop Georgia’s massive offensive against its former territory.","On August 8 2008, Russia sent troops across the Georgian border to South Ossetia to stop Georgia’s massive offensive against its breakaway territory."
2008 South Ossetia war,231733866,False,True,Colfer2,UNKNOWN,it's,separatist," Saakashvili proposed a new peace accord, under which South Ossetia would be given ""a large degree of autonomy"" within a federal state, but it's leaders are instead demanding to mantain full de-facto independence."," Saakashvili proposed a new peace accord, under which South Ossetia would be given ""a large degree of autonomy"" within a federal state, but separatist leaders are instead demanding to mantain full de-facto independence."
2008 South Ossetia war,231833917,True,True,Colfer2,UNKNOWN,saying,and that,"Ru]]|accessdate=2008-08-12|language=Russian}} On August 13, a reporter for the UK Guardian claimed that ""the idea there is a ceasefire is ridiculous,"" saying he could see villages near Gori burning, amidst claims that Chechen, Cossack and Ossetian irregulars were advancing through Georgian villages.","Ru]]|accessdate=2008-08-12|language=Russian}} On August 13, a reporter for the UK Guardian stated that ""the idea there is a ceasefire is ridiculous,"" and that he could see villages near Gori burning, amidst claims that Chechen, Cossack and Ossetian irregulars were advancing through Georgian villages."
2008 South Ossetia war,232405810,False,True,Ostap R,UNKNOWN,invaded,entered,"The war began after a ceasefire agreement between Georgia and South Ossetia broke down (each side accused the other of breaking the ceasefire), and Georgia invaded South Ossetia with a large military force leaving the the capital Tskhinvali largely destroyed.","The war began after a ceasefire agreement between Georgia and South Ossetia broke down (each side accused the other of breaking the ceasefire), and Georgia entered South Ossetia with a large military force leaving the the capital Tskhinvali largely destroyed."
2008 South Ossetia war,232413751,False,True,Bdell555,UNKNOWN,invasion,attack,"}}The 2008 South Ossetia war formally began on August 7, 2008 with a military  invasion by Georgia into one of two  provinces, which had declared independence sixteen years ago in 1992.","}}The 2008 South Ossetia war formally began on August 7, 2008 with a military attack by Georgia into one of two provinces, which had declared independence sixteen years ago in 1992."
2008 South Ossetia war,232413751,False,True,Bdell555,UNKNOWN,counterattack,invasion,Russia responded with a large scale counter-attack into this province and into Georgia proper.,Russia responded with a large scale invasion into this province and into Georgia proper.
2008 South Ossetia war,234869265,True,True,LokiiT,UNKNOWN,the,alleged,"The unilateral recognition by Russia was met by condemnation from some members of the international community and other members of United Nations, NATO, OSCE, European Council due to the violation of Georgia's territorial integrity, United Nations numerous resolutions and the international law.","The unilateral recognition by Russia was met by condemnation from some members of the international community and other members of United Nations, NATO, OSCE, European Council due to alleged violation of Georgia's territorial integrity, United Nations numerous resolutions and the international law."
2008 South Ossetia war,235197275,True,True,Hobartimus,UNKNOWN,after,with,"The Financial Times on August 27, after analysing data from multiple sources, concluded: ""So swift was the Russian reaction that some analysts believe that, while it did not appear to precede the Georgian assault on Tskhinvali, as Mr Saakashvili claims, it may have been planned in advance, with Mr Saakashvili simply falling into a well prepared Russian trap.""","The Financial Times on August 27, after analysing data from multiple sources, concluded: ""So swift was the Russian reaction that some analysts believe that, while it did not appear to precede the Georgian assault on Tskhinvali, as Mr Saakashvili claims, it may have been planned in advance, with Mr Saakashvili simply falling into a well prepared Russian trap."""
2008 South Ossetia war,236375462,True,True,Igny,UNKNOWN,asserted,speculated," The Financial Times further asserted: ""So swift was the Russian reaction that some analysts believe that, while it did not appear to precede the Georgian assault on Tskhinvali, as Mr Saakashvili claims, it may have been planned in advance, with Mr Saakashvili simply falling into a well prepared Russian trap."""," The Financial Times further speculated: ""So swift was the Russian reaction that some analysts believe that, while it did not appear to precede the Georgian assault on Tskhinvali, as Mr Saakashvili claims, it may have been planned in advance, with Mr Saakashvili simply falling into a well prepared Russian trap."""
2008 South Ossetia war,238352235,False,True,Ottre,UNKNOWN,anticommunist,antiSoviet,"In November 1990, as the USSR was nearing its collapse, the longtime anti-communist dissident Zviad Gamsakhurdia emerged as Georgia's pro-independence leader.","In 1990, as the USSR was nearing its collapse, the longtime anti-Soviet dissident Zviad Gamsakhurdia was emerging as Georgia's first independent leader."
2008 South Ossetia war,238888449,False,True,LokiiT,UNKNOWN,routed,pushed out of Tskhinvali,"Within five days of fighting, Georgian forces were routed and Russian troops intruded farther into Georgia, effectively occupying some parts thereof.","Within five days of fighting, Georgian forces were pushed out of Tskhinvali and Russian troops pushed farther into Georgia, effectively occupying some parts thereof."
2008 South Ossetia war,302645901,False,True,FeelSunny,UNKNOWN,passports.,citizenship.,"Few ethnic Russians have ever lived in South Ossetia (in 1989, Ossetians accounted for around 60 percent, Georgians 20 percent, Armenians 10 percent and Russians 5 percent of the population), but about 7/8 of South Ossetians have been issued with Russian passports.","Few ethnic Russians have ever lived in South Ossetia (in 1989, Ossetians accounted for around 60 percent, Georgians 20 percent, Armenians 10 percent and Russians 5 percent of the population), but about 7/8 of the population of South Ossetia have Russian citizenship."
Transitioning (transgender),429474112,True,True,Bonze blayk,UNKNOWN,gender,sex,Some genderqueer and intersex people have little or no desire to undergo surgery to change their body but will transition in other ways.,Some genderqueer and intersex people have little or no desire to undergo surgery to change their body but will transition in other ways.
Transitioning (transgender),429474112,True,True,Bonze blayk,UNKNOWN,realization,feeling,Transition must begin with a decision to transition and the realization that one's gender identity does not match the gender identity that others perceive one to have.,"Transition must begin with a personal decision to transition, prompted by the feeling that one's gender identity does not match the gender that one was assigned at birth."
Yemenite Jews,66550430,False,True,Diophantus,UNKNOWN,declaration,government,"In 1948, after the declaration of the state of Israel, Muslim rioters engaged in clashes in Aden that killed 82 people and destroyed number of Jewish homes.","In 1922, the government of Yemen reintroduced an ancient Islamic law requiring that Jewish orphans under age 12 be forcibly converted to Islam."
Yemenite Jews,66550430,False,True,Diophantus,UNKNOWN,clashes,a bloody pogrom,"In 1948, after the declaration of the state of Israel, Muslim rioters engaged in clashes in Aden that killed 82 people and destroyed number of Jewish homes."," Early in 1948, the false accusation of the ritual murder of two girls led to looting."
Yemenite Jews,66550430,False,True,Diophantus,UNKNOWN,perhaps,almost,"Organized Zionism used this increasingly perilous situation to plan for the emigration of most of the Yemenite Jewish community - perhaps 50,000 - between June 1949 and September 1950 in Operation ""Magic Carpet"".","This increasingly perilous situation led to the emigration of virtually the entire Yemenite Jewish community - almost 50,000 - between June 1949 and September 1950 in Operation ""Magic Carpet""."
Yemenite Jews,66550430,False,True,Diophantus,UNKNOWN,simply,forbidden from emigrating and,"Some wealthy Jewish families decided not to leave their properties, they were simply not pursuaded by the Zionist promises of better future.",These Jews were forbidden from emigrating and not allowed to contact relatives abroad.
Yemenite Jews,97170113,False,True,Shrike,UNKNOWN,Zionist,secular,"They would later be accused of  taking the children away from their parents, inoculating the children with Zionist philosophy, and forcing them to abandon their 2,000+ years traditions of maintaining long peyot and other Orthodox Jewish religious customs.","They would later be accused of  taking the children away from their parents, inoculating the children with secular philosophy, and forcing them to abandon their 2,000+ years traditions of maintaining long peyot and other Orthodox Jewish religious customs."
Orange Order,11923513,False,True,Jtdirl,UNKNOWN,maintains,stated,"He maintains that local Orangemen told him at the time that ""the bombing was God's work.""","He stated that local Orangemen told him at the time that ""the bombing was God's work."""
Orange Order,15150357,False,True,213.122.8.241,UNKNOWN,sectarianism.,religion.,As such the Order only accepts those who confess a belief in Protestant sectarianism.,As such the Order only accepts those who confess a belief in the Protestant religion.
Orange Order,20489340,True,True,Demiurge,UNKNOWN,unionist,loyalist,"Now based in Carrigaline, near Cork, Reverend Armstrong and his family were forced to leave their home in Limavady, County Londonderry, by unionist paramilitaries after he spoke out against the bombing of the local Catholic church.","Now based in Carrigaline, near Cork, Reverend Armstrong and his family were forced to leave their home in Limavady, County Londonderry, by loyalist paramilitaries after he spoke out against the bombing of the local Catholic church."
Orange Order,59630952,False,True,Setanta747 (locked),UNKNOWN,marches,Walks,"The Twelfth however remains a deeply divisive issue, not least because of allegations of triumphalism and anti-Catholicism against the Orange Order in the conduct of its marches and criticism of its behaviour towards Roman Catholics.","The Twelfth however remains a deeply divisive issue, not least because of allegations of triumphalism and anti-Catholicism against the Orange Order in the conduct of its Walks and criticism of its behaviour towards Roman Catholics."
Orange Order,317764997,False,True,Irvine22,UNKNOWN,inflexible,firm,"The Orange Order, along with Irish Unionists and the British Conservative Party, were inflexible in opposing the Bill.","The Orange Order, along with Irish Unionists and the British Conservative Party, were firm in opposing the Bill."
Concerned Women for America,101739198,False,True,216.125.247.11,UNKNOWN,Abuse,Questionable Use,"As of late 2006, the CWA has been executing a telemarketing campaign using automatic dialers that frequently hang up after the phone is answered.","As of late 2006, the CWA has been executing a telemarketing campaign using automatic dialers that frequently hang up after the phone is answered."
Concerned Women for America,414324375,False,True,Rdbrady,MINOR,on,against,"Concerned Women for America's major areas of public policy activity in recent years have consisted of opposition to LGBT political causes (especially recognition of same-sex unions), promoting anti-abortion law, supporting embryonic stem-cell research bans, and working against human trafficking.","Concerned Women for America's major areas of public policy activity in recent years have consisted of opposition to LGBT political causes (especially recognition of same-sex unions), promoting anti-abortion law, supporting embryonic stem-cell research bans, and working against human trafficking."
Debate over the atomic bombings of Hiroshima and Nagasaki,515827142,False,True,Mercy11,UNKNOWN,claiming,stating,"This remains the subject of both scholarly and popular debate, with one view claiming that the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa).","This remains the subject of both scholarly and popular debate, with one view stating that the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa)."
Debate over the atomic bombings of Hiroshima and Nagasaki,515838595,False,True,Trekphiler,UNKNOWN,that,minority,"This remains the subject of both scholarly and popular debate, with one view stating that the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa).","This remains the subject of both scholarly and popular debate, with one minority view claiming the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa)."
Debate over the atomic bombings of Hiroshima and Nagasaki,515981504,True,True,Mercy11,UNKNOWN,claiming,stating that,"This remains the subject of both scholarly and popular debate, with one minority view claiming the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa).","This remains the subject of both scholarly and popular debate, with one view stating that the Soviet declaration of war on Japan had more of an effect than the two nuclear bombings (cf. Tsuyoshi Hasegawa)."
Übermensch,185322527,False,True,RJC,UNKNOWN,Nietzsche,Rudiger Safranski,"For Nietzsche, the Übermensch represents a higher biological type reached through artificial selection and at the same time is also an ideal for anyone who is creative and strong enough to master the whole spectrum of human potential, good and ""evil"", to become an ""artist-tyrant"".","For Rudiger Safranski, the Übermensch represents a higher biological type reached through artificial selection and at the same time is also an ideal for anyone who is creative and strong enough to master the whole spectrum of human potential, good and ""evil"", to become an ""artist-tyrant""."
Nahj al-Balagha,39597799,False,True,AladdinSE,UNKNOWN,by,attributed to,"The Nahj al Balagha (""Peak of Eloquence"") is the most famous collection of speeches (sermons) and letters by Ali ibn Abi Talib, accepted as the fourth of the Caliphs by Sunni Muslims and the first of the Imams by Shia Muslims.","The Nahj al Balagha (""Peak of Eloquence"") is the most famous collection of speeches (sermons) and letters attributed to Ali ibn Abi Talib, accepted as the fourth of the Caliphs by Sunni Muslims and the first of the Imams by Shia Muslims."
Cypriot intercommunal violence,493370583,True,True,GGT,UNKNOWN,Lightly,Heavily,Lightly armed Cypriot police officers along with of civilian guards of Grivas launched an attack for discovering these weapons on Turkish terrorists in Nicosia and Larnaca.,Heavily armed Greek Cypriots along with the extensive might of paramilitaries of Grivas launched an attack for discovering these weapons on Turkish Cypriots in Nicosia and Larnaca.
Cypriot intercommunal violence,493370583,True,True,GGT,UNKNOWN,Some,103,Some Turkish Cypriots villages were attacked.,103 Turkish Cypriots villages were attacked.
Cypriot intercommunal violence,493370583,True,True,GGT,UNKNOWN,Greek,Turkish,In light of the new development the Turks rioted in Nicosia to promote the idea that Greek and Turkish Cypriots could not live together and therefore any plan that did not include partition would not be viable.,In light of the new development the Turks rioted in Nicosia to promote the idea that Greek and Turkish Cypriots could not live together and therefore any plan that did not include partition would not be viable.
Cypriot intercommunal violence,493545192,True,True,GGT,UNKNOWN,terrorist,Cypriots,"On 21 December 1963, armed Turkish terrorist from TMT clashed with Greek anti-terrorists loyal to Yorgadjis.","On 21 December 1963, armed Turkish Cypriots from TMT clashed with Greek terrorists loyal to Yorgadjis."
Cypriot intercommunal violence,493545192,True,True,GGT,UNKNOWN,Lightly,Heavily,Lightly armed Greek Cypriots along with the extensive might of anti-terrorists of Grivas launched an attack for discovering these weapons on Turkish Cypriots in Nicosia and Larnaca.,Heavily armed Greek Cypriots along with the extensive might of paramilitaries of Grivas launched an attack for discovering these weapons on Turkish Cypriots in Nicosia and Larnaca.
Vaccine,13681392,False,True,Ombudsman,UNKNOWN,attribute,speculate is due,"In the last two years, England and Wales have seen an increase in the incidence of mumps infections among adolescents and young adults, which health authorities attribute to a decline in booster shots from 92% to 80%, which they believe is due to the misinformation spread by Wakefield's study .","In the last two years, England and Wales have seen an increase in the incidence of mumps infections among adolescents and young adults, which health authorities speculate is due to a drop from 92% to 80% in booster shots."
Vaccine,14275642,False,True,Ombudsman,UNKNOWN,claimed,suggested,"In the late 1990s, controversy over vaccines escalated in both the US and the United Kingdom when a study, published in the respected journal Lancet,  by Dr. Andrew Wakefield claimed a possible link between bowel disorders, autism and MMR vaccine, and urged further research .","In the late 1990s, controversy over vaccines escalated in both the US and the United Kingdom when a study, published in the respected journal Lancet, by Dr. Andrew Wakefield suggested a possible link between bowel disorders, autism and MMR vaccine, and urged further research ."
Paul Feyerabend,477832415,True,True,72.231.163.27,UNKNOWN,attempted,has cited Feyerabend,Cardinal Joseph Ratzinger attempted to use this argument out of context to justify his own views on modern science.,Cardinal Joseph Ratzinger has cited Feyerabend to this effect.
Comcast,461323414,True,True,Avicennasis,MINOR,hijacking,Redirection,Comcast turns on DNS hijacking option for its paying cable broadband customers by default.,Comcast turns on DNS Redirection option for its paying cable broadband customers by default.
Comcast,515554302,True,True,Barek,UNKNOWN,never,not, Comcast's Customer Service Rating by the ACSI surveys indicate that the company's customer service has never improved since the surveys began in 2001., Comcast's Customer Service Rating by the ACSI surveys indicate that the company's customer service has not improved since the surveys began in 2001.
British Isles naming dispute,207358226,False,True,Matt Lewis,UNKNOWN,some,one has,"Starting by saying ""At last, someone has had the sense to abolish the British Isles"", he gives his opinion that ""although purely a geographical definition, it is frequently mixed up with the political entities Great Britain, or the United Kingdom.","Starting by saying ""At last, someone has had the sense to abolish the British Isles"", he gives his opinion that ""although purely a geographical definition, it is frequently mixed up with the political entities Great Britain, or the United Kingdom."
Derek Laud,30872433,False,True,Fys,UNKNOWN,notoriety,notability,He gained some notoriety as the only black member of the Monday Club.,He gained some notability as the only black member of the Monday Club.
Hunger strike,42095591,False,True,Flapdragon,MINOR,and,which,"It was detailed in the contemporary civic codes, and had specific rules by which it had to be used.","It was detailed in the contemporary civic codes, and had specific rules by which it had to be used."
Hunger strike,42635762,False,True,Rich Farmbrough,MINOR,summer,middle,"During the summer of 2005 the security detainees the United States is holding in their prison at the Guantánamo Bay Naval base, initiated two widespread hunger strikes.","During the middle of 2005 the detainees the United States is holding at the Guantánamo Bay Naval base, initiated two hunger strikes."
Huta Pieniacka massacre,481099900,True,True,Volunteer Marek,UNKNOWN,western,modernday,"The Huta Pieniacka massacre was a punitive military operation against the inhabitants of the ethnically Polish village Huta Pieniacka, located in western Ukraine, which took place on February 28, 1944.","The Huta Pieniacka massacre was a massacre of the Polish inhabitants of the village Huta Pieniacka, located in modern-day Ukraine, which took place on February 28, 1944."
Protests of 1968,367281253,True,True,DACrowe10,UNKNOWN,occupation.,governance.,"So, too, in Northern Ireland, where it paved the way for an organised revolt against British occupation.","So, too, in Northern Ireland, where it paved the way for an organised revolt against British governance."
History of North Korea,61937896,False,True,Dollarfifty,UNKNOWN,traces,began with,The History of North Korea traces the development of North Korea from the division of the Korean Peninsula in 1945 to the present day.,The History of North Korea began with the establishment of North Korea in 1948.
Harbhajan Singh Yogi,336153981,True,True,MatthewVanitas,UNKNOWN,USA.,United States.,"'Harbhajan Singh Khalsa Yogiji (born as Harbhajan Singh Puri) (August 26, 1929&ndash;October 6, 2004), also known as Yogi Bhajan and Siri Singh Sahib, was a charismatic spiritual leader and successful entrepreneur who introduced Kundalini Yoga and Sikhism to the USA.","'Harbhajan Singh Khalsa Yogiji (born as Harbhajan Singh Puri) (August 26, 1929&ndash;October 6, 2004), also known as Yogi Bhajan and Siri Singh Sahib, was a charismatic spiritual leader and successful entrepreneur who introduced Kundalini Yoga and Sikhism to the United States."
Breathalyzer,283425872,False,True,SimonTrew,UNKNOWN,number,1, Any number of other products found in the environment or workplace can also cause erroneous BAC results., Any number of other products found in the environment or workplace can also cause erroneous BAC results.
Breathalyzer,283426722,False,True,SimonTrew,MINOR,your,one's,"On the other hand, holding your breath for 30 seconds can increase the breath test result by about 28%.","On the other hand, holding one's breath for 30 seconds can increase the breath test result by about 28%."
